stage,iteration,elapsed_seconds,peak_rss_bytes,status
b2-b3,1,1.67,40714240,0
b3-b4,1,1.76,40943616,0
b2-b3,2,1.74,41074688,0
b3-b4,2,1.69,41041920,0
b2-b3,3,1.60,41238528,0
b3-b4,3,1.85,41025536,0
b2-b3,4,1.83,41123840,0
b3-b4,4,1.83,40960000,0
b2-b3,5,1.73,40927232,0
b3-b4,5,1.57,40763392,0
b2-b3,6,1.53,40796160,0
b3-b4,6,1.54,41091072,0
b2-b3,7,1.50,40960000,0
b3-b4,7,1.51,41238528,0
