stage,iteration,elapsed_seconds,peak_rss_bytes,status,cpu_seconds
b2-b3,1,0.91,64241664,0,0.91
b3-b4,1,0.89,64421888,0,0.89
b2-b3,2,0.91,64348160,0,0.90
b3-b4,2,0.91,64401408,0,0.90
b2-b3,3,0.89,64380928,0,0.88
b3-b4,3,0.89,64315392,0,0.88
b2-b3,4,0.91,64401408,0,0.91
b3-b4,4,0.91,64249856,0,0.91
b2-b3,5,0.91,64253952,0,0.91
b3-b4,5,0.89,64380928,0,0.88
b2-b3,6,0.92,64385024,0,0.91
b3-b4,6,0.89,64512000,0,0.88
b2-b3,7,0.91,64598016,0,0.90
b3-b4,7,0.91,64344064,0,0.91
