case	lane	candidate	retained	passed	walltime_median_seconds	cputime_median_seconds	memory_median_bytes	status
n-body	one-core	typerb-native	11	11	10.2644	10.2619	524288	pass
n-body	one-core	typerb-go	11	11	6.17486	6.16659	3035136	pass
n-body	one-core	c	11	11	2.97621	2.97373	524288	pass
n-body	one-core	cpp	11	11	2.73443	2.7321	700416	pass
n-body	one-core	go	11	11	3.5998	3.59332	2650112	pass
n-body	one-core	rust	11	11	3.51427	3.51181	970752	pass
n-body	one-core	java	11	11	5.05453	5.00824	49016832	pass
