stage,iteration,elapsed_seconds,peak_rss_bytes,status,cpu_seconds
b2-b3,1,1.46,64712704,0,1.45
b3-b4,1,1.38,64864256,0,1.38
b2-b3,2,1.42,64708608,0,1.41
b3-b4,2,1.44,64794624,0,1.43
b2-b3,3,1.44,64696320,0,1.44
b3-b4,3,1.38,64724992,0,1.37
b2-b3,4,1.45,64868352,0,1.44
b3-b4,4,1.44,64823296,0,1.44
b2-b3,5,1.44,64847872,0,1.44
b3-b4,5,1.43,64700416,0,1.43
b2-b3,6,1.46,64839680,0,1.46
b3-b4,6,1.41,64712704,0,1.40
b2-b3,7,1.42,64843776,0,1.42
b3-b4,7,1.45,64839680,0,1.45
