stage,iteration,elapsed_seconds,peak_rss_bytes,status,cpu_seconds
b2-b3,1,1.38,64544768,0,1.37
b3-b4,1,1.38,64733184,0,1.38
b2-b3,2,1.37,64737280,0,1.36
b3-b4,2,1.38,64868352,0,1.38
b2-b3,3,1.35,64733184,0,1.35
b3-b4,3,1.38,64548864,0,1.37
b2-b3,4,1.38,64733184,0,1.37
b3-b4,4,1.38,64724992,0,1.37
b2-b3,5,1.37,64856064,0,1.36
b3-b4,5,1.39,64741376,0,1.39
b2-b3,6,1.35,64815104,0,1.34
b3-b4,6,1.38,64593920,0,1.37
b2-b3,7,1.38,64872448,0,1.37
b3-b4,7,1.34,64724992,0,1.34
