candidate	kind	bytes	sha256
typerb-native	raw	22912	6342d61d3841a83a385b68b94a0b74ada5a74ee83a8b86a9d4f8f563a7e3a07a
typerb-native	stripped	22904	29ef52a69738c78a38b054e4b7ee8c1e7fe7b9928fd542e0480a53d748c8c0f5
typerb-go	raw	2815362	beecfca03fc523fc836b19763a0bdf433d62e5b692527f3db8263fc48d2c987f
typerb-go	stripped	1887832	fc3c00aca1915411df6370458057bf6aa6dd1c006ff8bc6c8d236806c2ed4d56
