stage,iteration,elapsed_seconds,peak_rss_bytes,status,cpu_seconds
b2-b3,1,1.20,64581632,0,1.20
b3-b4,1,1.20,64671744,0,1.20
b2-b3,2,1.19,64540672,0,1.18
b3-b4,2,1.20,64528384,0,1.20
b2-b3,3,1.20,64589824,0,1.20
b3-b4,3,1.23,64540672,0,1.22
b2-b3,4,1.22,64540672,0,1.21
b3-b4,4,1.23,64544768,0,1.23
b2-b3,5,1.24,64393216,0,1.23
b3-b4,5,1.21,64593920,0,1.20
b2-b3,6,1.22,64589824,0,1.22
b3-b4,6,1.21,64544768,0,1.20
b2-b3,7,1.20,64409600,0,1.20
b3-b4,7,1.24,64540672,0,1.23
