stage,iteration,elapsed_seconds,peak_rss_bytes,status
b2-b3,1,1.62,41287680,0
b3-b4,1,1.49,40943616,0
b2-b3,2,1.52,41189376,0
b3-b4,2,1.44,40779776,0
b2-b3,3,1.77,41222144,0
b3-b4,3,1.91,40796160,0
b2-b3,4,1.85,41205760,0
b3-b4,4,1.54,41287680,0
b2-b3,5,1.68,40665088,0
b3-b4,5,1.70,41205760,0
b2-b3,6,1.68,41123840,0
b3-b4,6,1.78,41140224,0
b2-b3,7,1.79,41222144,0
b3-b4,7,1.71,41058304,0
