case	lane	candidate	retained	passed	walltime_median_seconds	cputime_median_seconds	memory_median_bytes	status
n-body	four-core	typerb-native	11	11	10.4502	10.4479	524288	pass
n-body	four-core	typerb-go	11	11	6.17359	6.18529	3825664	pass
n-body	four-core	c	11	11	2.97558	2.97347	524288	pass
n-body	four-core	cpp	11	11	2.73674	2.7337	684032	pass
n-body	four-core	go	11	11	3.59918	3.60346	3432448	pass
n-body	four-core	rust	11	11	3.51362	3.51064	954368	pass
n-body	four-core	java	11	11	5.00185	4.951	50974720	pass
