case	candidate	metric	median	maximum_observation	maximum_median_ratio	maximum_ratio	status
n-body	baseline	walltime	0.232929	0.23347048300001916	1.002325	2.00	pass
n-body	baseline	cputime	0.230767	0.23109	1.001400	2.00	pass
n-body	baseline	memory	524288	524288	1.000000	2.00	pass
n-body	candidate	walltime	0.212704	0.21365011699998604	1.004448	2.00	pass
n-body	candidate	cputime	0.210657	0.211066	1.001942	2.00	pass
n-body	candidate	memory	524288	524288	1.000000	2.00	pass
