stage,iteration,elapsed_seconds,peak_rss_bytes,status,cpu_seconds
b2-b3,1,0.90,64270336,0,0.90
b3-b4,1,0.89,64372736,0,0.89
b2-b3,2,0.90,64237568,0,0.90
b3-b4,2,0.92,64397312,0,0.91
b2-b3,3,0.97,64401408,0,0.97
b3-b4,3,0.96,64602112,0,0.95
b2-b3,4,0.97,64491520,0,0.97
b3-b4,4,0.99,64466944,0,0.99
b2-b3,5,0.95,64237568,0,0.94
b3-b4,5,0.93,64368640,0,0.93
b2-b3,6,0.97,64466944,0,0.96
b3-b4,6,0.98,64372736,0,0.97
b2-b3,7,0.94,64368640,0,0.93
b3-b4,7,0.94,64446464,0,0.93
