stage,iteration,elapsed_seconds,peak_rss_bytes,status,cpu_seconds
b2-b3,1,1.17,64598016,0,1.16
b3-b4,1,1.17,64622592,0,1.17
b2-b3,2,1.16,64671744,0,1.16
b3-b4,2,1.17,64430080,0,1.16
b2-b3,3,1.16,64655360,0,1.16
b3-b4,3,1.17,64491520,0,1.17
b2-b3,4,1.16,64614400,0,1.16
b3-b4,4,1.16,64507904,0,1.16
b2-b3,5,1.18,64622592,0,1.17
b3-b4,5,1.18,64659456,0,1.18
b2-b3,6,1.17,64466944,0,1.16
b3-b4,6,1.17,64659456,0,1.16
b2-b3,7,1.16,64475136,0,1.16
b3-b4,7,1.18,64618496,0,1.18
