candidate	kind	bytes	sha256
typerb-native	raw	22304	bf3077b9b227113fa86087d7b566e8e167e2d154332b0d2c1276f8fe2bd526b6
typerb-native	stripped	22296	72e6bee8aafc53e2660512dfc11913fbe32ec81f0a8414629919d36b6bfe785a
typerb-go	raw	2815354	01368313d7f0d36c03819317ee4775beb78938396f686d2917310b060968d37f
typerb-go	stripped	1887832	ebf7d90c52201a22142fde9a2f73cf62756d0d7f4fd8b547b776c21066f3963b
