case	lane	candidate	retained	passed	walltime_median_seconds	cputime_median_seconds	memory_median_bytes	status
fannkuch-redux	one-core	typerb-native	11	11	84.8512	84.8419	524288	pass
fannkuch-redux	one-core	typerb-go	11	11	46.049	46.0389	3256320	pass
fannkuch-redux	one-core	c	11	11	27.4129	27.4076	524288	pass
fannkuch-redux	one-core	cpp	11	11	24.9746	24.9706	684032	pass
fannkuch-redux	one-core	go	11	11	24.6113	24.6045	2641920	pass
fannkuch-redux	one-core	rust	11	11	24.8723	24.8672	1212416	pass
fannkuch-redux	one-core	java	11	11	24.5689	24.5101	49094656	pass
