stage,iteration,elapsed_seconds,peak_rss_bytes,status,cpu_seconds
b2-b3,1,1.14,64528384,0,1.14
b3-b4,1,1.15,64532480,0,1.15
b2-b3,2,1.17,64704512,0,1.17
b3-b4,2,1.15,64495616,0,1.15
b2-b3,3,1.14,64495616,0,1.14
b3-b4,3,1.18,64487424,0,1.18
b2-b3,4,1.17,64344064,0,1.17
b3-b4,4,1.16,64491520,0,1.16
b2-b3,5,1.15,64495616,0,1.14
b3-b4,5,1.14,64495616,0,1.14
b2-b3,6,1.15,64606208,0,1.15
b3-b4,6,1.14,64491520,0,1.13
b2-b3,7,1.17,64614400,0,1.17
b3-b4,7,1.14,64360448,0,1.13
