stage,iteration,elapsed_seconds,peak_rss_bytes,status,cpu_seconds
b2-b3,1,1.53,64864256,0,1.52
b3-b4,1,1.47,64602112,0,1.47
b2-b3,2,1.45,64737280,0,1.45
b3-b4,2,1.46,64741376,0,1.45
b2-b3,3,1.51,64733184,0,1.51
b3-b4,3,1.46,64733184,0,1.45
b2-b3,4,1.41,64602112,0,1.40
b3-b4,4,1.47,64798720,0,1.47
b2-b3,5,1.40,64602112,0,1.39
b3-b4,5,1.45,64729088,0,1.45
b2-b3,6,1.46,64602112,0,1.46
b3-b4,6,1.39,64602112,0,1.39
b2-b3,7,1.40,64741376,0,1.40
b3-b4,7,1.42,64729088,0,1.41
