stage,iteration,elapsed_seconds,peak_rss_bytes,status
b2-b3,1,1.05,64380928,0
b3-b4,1,1.05,64360448,0
b2-b3,2,1.05,64450560,0
b3-b4,2,1.05,64598016,0
b2-b3,3,1.03,64385024,0
b3-b4,3,1.05,64532480,0
b2-b3,4,1.05,64380928,0
b3-b4,4,1.03,64425984,0
b2-b3,5,1.05,64614400,0
b3-b4,5,1.07,64405504,0
b2-b3,6,1.07,64245760,0
b3-b4,6,1.05,64319488,0
b2-b3,7,1.03,64229376,0
b3-b4,7,1.03,64380928,0
