stage,iteration,elapsed_seconds,peak_rss_bytes,status,cpu_seconds
b2-b3,1,2.63,41271296,0,2.49
b3-b4,1,2.65,40910848,0,2.40
b2-b3,2,2.57,41238528,0,2.46
b3-b4,2,2.54,41058304,0,2.51
b2-b3,3,2.78,41025536,0,2.62
b3-b4,3,2.51,41222144,0,2.38
b2-b3,4,2.14,41058304,0,2.09
b3-b4,4,2.04,41123840,0,1.98
b2-b3,5,2.25,41107456,0,2.15
b3-b4,5,2.14,40861696,0,2.06
b2-b3,6,2.26,41254912,0,2.13
b3-b4,6,2.14,41238528,0,2.12
b2-b3,7,2.16,41254912,0,2.04
b3-b4,7,2.03,41058304,0,1.94
