candidate	kind	bytes	sha256
typerb-native	raw	22032	e6eecbaca817c11a22586fdc300baffa516c9f4438c3366b08d39a9e99f954a7
typerb-native	stripped	22024	f4e5de4036ae44e4398f396321f00db58e616ec274dd2a8189cf683260f7813e
typerb-go	raw	2815354	45f5f51146c4e7952781e6f59a92d16a046d20fc313c9c92df174299d934de37
typerb-go	stripped	1887832	f4a535fe7ccbc5490cbb169fe60136cecfdbf8d76ce575aacd4ef9c97023d9fa
