stage,iteration,elapsed_seconds,peak_rss_bytes,status
b2-b3,1,1.04,64372736,0
b3-b4,1,1.03,64573440,0
b2-b3,2,1.04,64421888,0
b3-b4,2,1.04,64372736,0
b2-b3,3,1.04,64372736,0
b3-b4,3,1.06,64339968,0
b2-b3,4,1.06,64368640,0
b3-b4,4,1.05,64352256,0
b2-b3,5,1.07,64458752,0
b3-b4,5,1.06,64368640,0
b2-b3,6,1.05,64385024,0
b3-b4,6,1.04,64208896,0
b2-b3,7,1.06,64487424,0
b3-b4,7,1.06,64528384,0
