stage,iteration,elapsed_seconds,peak_rss_bytes,status,cpu_seconds
b2-b3,1,0.95,64110592,0,0.94
b3-b4,1,0.94,64512000,0,0.93
b2-b3,2,0.94,64360448,0,0.94
b3-b4,2,0.93,64512000,0,0.92
b2-b3,3,0.94,64401408,0,0.94
b3-b4,3,0.95,64450560,0,0.94
b2-b3,4,0.97,64249856,0,0.96
b3-b4,4,0.98,64253952,0,0.98
b2-b3,5,0.98,64380928,0,0.98
b3-b4,5,0.97,64585728,0,0.96
b2-b3,6,1.00,64364544,0,0.99
b3-b4,6,0.96,64380928,0,0.96
b2-b3,7,0.96,64368640,0,0.96
b3-b4,7,0.98,64380928,0,0.98
