stage,iteration,elapsed_seconds,peak_rss_bytes,status
b2-b3,1,1.54,41009152,0
b3-b4,1,1.43,41271296,0
b2-b3,2,1.38,41189376,0
b3-b4,2,1.33,41107456,0
b2-b3,3,1.31,41107456,0
b3-b4,3,1.40,41140224,0
b2-b3,4,1.45,40943616,0
b3-b4,4,1.36,41107456,0
b2-b3,5,1.57,41140224,0
b3-b4,5,1.54,41058304,0
b2-b3,6,1.44,41205760,0
b3-b4,6,1.52,41140224,0
b2-b3,7,1.55,41091072,0
b3-b4,7,1.44,41074688,0
