case	candidate	retained	passed	walltime_median_seconds	cputime_median_seconds	memory_median_bytes	artifact_bytes_median	artifact_bytes_min	artifact_bytes_max	artifact_variant_count	artifact_reproducible	artifact_sha256	status
n-body	typerb-native	11	11	0.166934	0.06542	78249984	22360	22360	22360	1	true	e1ae6822f5c612d160ddcada06e11f3dc9f9660f8da5e96f41ddaaac7a51ce5f	pass
n-body	typerb-go	11	11	0.421855	0.406177	162283520	2815362	2815306	2815362	11	false		pass
