phase	round	retained_index	order	case	candidate	verdict	returnvalue	exitsignal	terminationreason	walltime_seconds	cputime_seconds	memory_bytes	artifact_bytes	artifact_sha256	program_status	program_stderr_empty	program_stdout_exact
warmup	1	0	1	n-body	typerb-native	pass	0			0.1651854239999011	0.065233	78217216	22360	e1ae6822f5c612d160ddcada06e11f3dc9f9660f8da5e96f41ddaaac7a51ce5f	0	true	true
warmup	1	0	2	n-body	typerb-go	pass	0			4.060686892999911	10.730151	405192704	2815362	9efef65eb07b0ec80d391d118104acac1ec75effe4103360322e78be84f0e470	0	true	true
warmup	2	0	1	n-body	typerb-go	pass	0			0.4948068459998467	0.411196	160473088	2815314	5b3a97f7101a6ce4e07103193771fee125861929c88284c41bd98b9aeea4fe52	0	true	true
warmup	2	0	2	n-body	typerb-native	pass	0			0.16490753600010066	0.066046	78548992	22360	e1ae6822f5c612d160ddcada06e11f3dc9f9660f8da5e96f41ddaaac7a51ce5f	0	true	true
retained	3	1	1	n-body	typerb-native	pass	0			0.1686716490003164	0.066639	78249984	22360	e1ae6822f5c612d160ddcada06e11f3dc9f9660f8da5e96f41ddaaac7a51ce5f	0	true	true
retained	3	1	2	n-body	typerb-go	pass	0			0.4470365249999304	0.409048	162721792	2815362	8172535fb2b127983b48d237faa19337623c102dc74c8ef1ed2a5b5d780c4dc8	0	true	true
retained	4	2	1	n-body	typerb-go	pass	0			0.4217816539994601	0.406177	161832960	2815362	46080a1eab8ecd49038b7ee244c0577c8eecf21e510f050c4b92ee0c48fc8c83	0	true	true
retained	4	2	2	n-body	typerb-native	pass	0			0.1658933100006834	0.065543	78524416	22360	e1ae6822f5c612d160ddcada06e11f3dc9f9660f8da5e96f41ddaaac7a51ce5f	0	true	true
retained	5	3	1	n-body	typerb-native	pass	0			0.17387811600019631	0.067027	78520320	22360	e1ae6822f5c612d160ddcada06e11f3dc9f9660f8da5e96f41ddaaac7a51ce5f	0	true	true
retained	5	3	2	n-body	typerb-go	pass	0			0.4688777540004594	0.419539	162226176	2815362	a7de3ed3531c0424c4b0c4f503cfe21fb9815583b7b0648fc2b9e6ae15a6ae66	0	true	true
retained	6	4	1	n-body	typerb-go	pass	0			0.42816622800000914	0.407773	162426880	2815354	0ea1a846159079bde9dcf67b995ae7f27592aa2ba4877a816fd205522180130f	0	true	true
retained	6	4	2	n-body	typerb-native	pass	0			0.16693350599962287	0.066599	78229504	22360	e1ae6822f5c612d160ddcada06e11f3dc9f9660f8da5e96f41ddaaac7a51ce5f	0	true	true
retained	7	5	1	n-body	typerb-native	pass	0			0.17078742400008196	0.06628	78249984	22360	e1ae6822f5c612d160ddcada06e11f3dc9f9660f8da5e96f41ddaaac7a51ce5f	0	true	true
retained	7	5	2	n-body	typerb-go	pass	0			0.4218553240007168	0.405581	162050048	2815362	d3137e7a436e27728191504dcf85a4918add91ff0920e7951a232d85016f2272	0	true	true
retained	8	6	1	n-body	typerb-go	pass	0			0.4239034199999878	0.411169	162283520	2815362	dd3ce714c38d7631e6d586b1ed75f1daa403de4b379de5c793ddc575c831b1fd	0	true	true
retained	8	6	2	n-body	typerb-native	pass	0			0.16777633000037895	0.065001	78495744	22360	e1ae6822f5c612d160ddcada06e11f3dc9f9660f8da5e96f41ddaaac7a51ce5f	0	true	true
retained	9	7	1	n-body	typerb-native	pass	0			0.17397036100010155	0.06542	78241792	22360	e1ae6822f5c612d160ddcada06e11f3dc9f9660f8da5e96f41ddaaac7a51ce5f	0	true	true
retained	9	7	2	n-body	typerb-go	pass	0			0.44233440100015287	0.40869	162189312	2815362	45c98426ca319887cef61dca92f964440340065c5bebbd5c2716cf7e30c723b4	0	true	true
retained	10	8	1	n-body	typerb-go	pass	0			0.40548178500012	0.382104	163061760	2815362	167dde87cc6d13f83faa0f26497192a797e15554a055a1c293c289b78a1dd941	0	true	true
retained	10	8	2	n-body	typerb-native	pass	0			0.16111012999954255	0.062694	78032896	22360	e1ae6822f5c612d160ddcada06e11f3dc9f9660f8da5e96f41ddaaac7a51ce5f	0	true	true
retained	11	9	1	n-body	typerb-native	pass	0			0.16574632999981986	0.064898	78245888	22360	e1ae6822f5c612d160ddcada06e11f3dc9f9660f8da5e96f41ddaaac7a51ce5f	0	true	true
retained	11	9	2	n-body	typerb-go	pass	0			0.4006385289994796	0.379233	162394112	2815314	62e6bb0dedd51ba5522b85b879dfb9a4be3a9f1f1e28d6b6827e288d6827ab1b	0	true	true
retained	12	10	1	n-body	typerb-go	pass	0			0.4018355319994953	0.37876	162062336	2815306	c1f1bd01a299eea1ce3b82468b09001db347fa82c0343ae53fdca82f4527f302	0	true	true
retained	12	10	2	n-body	typerb-native	pass	0			0.16416880300039338	0.064429	78213120	22360	e1ae6822f5c612d160ddcada06e11f3dc9f9660f8da5e96f41ddaaac7a51ce5f	0	true	true
retained	13	11	1	n-body	typerb-native	pass	0			0.16344172099979914	0.06486	78282752	22360	e1ae6822f5c612d160ddcada06e11f3dc9f9660f8da5e96f41ddaaac7a51ce5f	0	true	true
retained	13	11	2	n-body	typerb-go	pass	0			0.40339873099947	0.383489	163106816	2815362	3885d6c598c1ec6c391b88c36fb4cf3cf2832a423281313122bdd07b5a19f379	0	true	true
