case	candidate	metric	median	maximum_observation	maximum_median_ratio	maximum_ratio	status
n-body	baseline	walltime	0.268854	0.2698523669999986	1.003713	2.00	pass
n-body	baseline	cputime	0.266697	0.267266	1.002134	2.00	pass
n-body	baseline	memory	524288	524288	1.000000	2.00	pass
n-body	candidate	walltime	0.265455	0.26621223099999725	1.002853	2.00	pass
n-body	candidate	cputime	0.263412	0.263793	1.001446	2.00	pass
n-body	candidate	memory	524288	524288	1.000000	2.00	pass
