stage,iteration,elapsed_seconds,peak_rss_bytes,status,cpu_seconds
b2-b3,1,1.20,64671744,0,1.20
b3-b4,1,1.21,64671744,0,1.20
b2-b3,2,1.20,64589824,0,1.20
b3-b4,2,1.21,64409600,0,1.21
b2-b3,3,1.19,64544768,0,1.19
b3-b4,3,1.21,64671744,0,1.21
b2-b3,4,1.22,64671744,0,1.21
b3-b4,4,1.21,64733184,0,1.21
b2-b3,5,1.22,64544768,0,1.21
b3-b4,5,1.22,64720896,0,1.21
b2-b3,6,1.22,64536576,0,1.21
b3-b4,6,1.21,64528384,0,1.20
b2-b3,7,1.19,64540672,0,1.19
b3-b4,7,1.22,64557056,0,1.21
