name	artifact_id	archive_bytes	github_sha256
benchmarksgame-runtime-fannkuch-redux	9804197649	392568	e58aca67a18a49153158fbd6e79a0194ccf6c27b88dea1badf339a181403eff5
benchmarksgame-runtime-n-body	9799949810	388379	e1e0335e840f88cb6525383a72980134f2b44a55895e4e42bd447bded0510793
benchmarksgame-runtime-spectral-norm	9799727036	386345	15b987f2837a3b92468375af59fc0c471bbe6668ee198336fd2aeb7236849497
