stage,iteration,elapsed_seconds,peak_rss_bytes,status,cpu_seconds
b2-b3,1,1.35,64495616,0,1.35
b3-b4,1,1.31,64495616,0,1.31
b2-b3,2,1.36,64491520,0,1.35
b3-b4,2,1.49,64577536,0,1.48
b2-b3,3,1.50,64475136,0,1.49
b3-b4,3,1.45,64344064,0,1.44
b2-b3,4,1.44,64491520,0,1.44
b3-b4,4,1.53,64495616,0,1.52
b2-b3,5,1.44,64544768,0,1.44
b3-b4,5,1.48,64491520,0,1.48
b2-b3,6,1.43,64471040,0,1.42
b3-b4,6,1.47,64577536,0,1.47
b2-b3,7,1.42,64602112,0,1.42
b3-b4,7,1.50,64466944,0,1.50
