candidate	kind	bytes	sha256
typerb-native	raw	24032	35ca470f09f396deb0641c7242a70050c923bd0a13b406682204db46c5763fa7
typerb-native	stripped	24024	a009852138ef6342a149b95e8588f83784cc595f864f8080a09f7b3cd28aac66
typerb-go	raw	2815362	216f836d0b62004c2d72d5dc76de2085b312c3aefa0ef479e67248f3d45fb49d
typerb-go	stripped	1887832	413e70e0c68c59c89d84b1401a6273fdb33c5f8a8037d521cc91bcc6c6e107d0
