stage,iteration,elapsed_seconds,peak_rss_bytes,status
b2-b3,1,1.04,64561152,0
b3-b4,1,1.05,64380928,0
b2-b3,2,1.05,64446464,0
b3-b4,2,1.05,64380928,0
b2-b3,3,1.05,64405504,0
b3-b4,3,1.06,64290816,0
b2-b3,4,1.05,64380928,0
b3-b4,4,1.05,64385024,0
b2-b3,5,1.03,64360448,0
b3-b4,5,1.05,64466944,0
b2-b3,6,1.05,64581632,0
b3-b4,6,1.05,64442368,0
b2-b3,7,1.05,64503808,0
b3-b4,7,1.05,64401408,0
