stage,iteration,elapsed_seconds,peak_rss_bytes,status,cpu_seconds
b2-b3,1,2.24,41304064,0,2.11
b3-b4,1,2.04,41205760,0,2.01
b2-b3,2,2.00,41271296,0,1.92
b3-b4,2,2.08,41107456,0,2.06
b2-b3,3,2.21,41467904,0,2.19
b3-b4,3,2.21,41009152,0,2.05
b2-b3,4,2.62,41353216,0,2.43
b3-b4,4,2.29,41353216,0,2.21
b2-b3,5,2.18,41238528,0,2.16
b3-b4,5,2.13,41189376,0,1.99
b2-b3,6,2.02,41058304,0,1.97
b3-b4,6,2.48,41189376,0,2.18
b2-b3,7,2.23,41353216,0,2.11
b3-b4,7,1.98,41271296,0,1.95
