case	candidate	metric	median	maximum_observation	maximum_median_ratio	maximum_ratio	status
n-body	baseline	walltime	0.376015	0.37626441999998406	1.000663	2.00	pass
n-body	baseline	cputime	0.373802	0.373909	1.000286	2.00	pass
n-body	baseline	memory	524288	524288	1.000000	2.00	pass
n-body	candidate	walltime	0.328484	0.32943493299990223	1.002895	2.00	pass
n-body	candidate	cputime	0.326308	0.326499	1.000585	2.00	pass
n-body	candidate	memory	524288	524288	1.000000	2.00	pass
