name	artifact_id	archive_bytes	github_sha256
benchmarksgame-runtime-fannkuch-redux	9741303668	392359	6d00613983a413469ded782a321bad05c80087fea3e294f1abc32a35c0118b17
benchmarksgame-runtime-n-body	9739357920	388088	38f265c32dd1cde243de698ca630529712b01cca84c1f7d60f80255efcd76139
benchmarksgame-runtime-spectral-norm	9739204857	386152	9e5292ea082e5de400c3c6e79df33a2047ce8ab4159cea75a50bc1f2cb094c1c
