name	artifact_id	archive_bytes	github_sha256
benchmarksgame-build-fannkuch-redux	9826719972	2505496	aca8b947ea717d9a7ce4f6d44c3f2915fd7cbc7729766905e6015fbb5458979f
benchmarksgame-build-n-body	9826722494	2519988	d8415d9cb4ac58e00a5b26d93d3cd35c0c576cefe96b22b88583c8120bcfadb1
benchmarksgame-build-spectral-norm	9826725564	2506865	6ee2d8edf81443fe07b7b5e658794b6300c8ac4fb06ee93aa8989b1f36a8ffda
