case	lane	candidate	retained	passed	walltime_median_seconds	cputime_median_seconds	memory_median_bytes	status
n-body	one-core	typerb-native	11	11	26.2869	26.2826	524288	pass
n-body	one-core	typerb-go	11	11	7.5405	7.53282	3096576	pass
n-body	one-core	c	11	11	2.97728	2.97403	786432	pass
n-body	one-core	cpp	11	11	2.73701	2.73376	950272	pass
n-body	one-core	go	11	11	3.60047	3.59343	2899968	pass
n-body	one-core	rust	11	11	3.53171	3.52745	1212416	pass
n-body	one-core	java	11	11	5.06606	5.00227	49238016	pass
