stage,iteration,elapsed_seconds,peak_rss_bytes,status
b2-b3,1,1.03,64442368,0
b3-b4,1,1.04,64380928,0
b2-b3,2,1.04,64385024,0
b3-b4,2,1.03,64512000,0
b2-b3,3,1.03,64335872,0
b3-b4,3,1.04,64380928,0
b2-b3,4,1.06,64380928,0
b3-b4,4,1.08,64491520,0
b2-b3,5,1.06,64450560,0
b3-b4,5,1.05,64491520,0
b2-b3,6,1.04,64380928,0
b3-b4,6,1.05,64380928,0
b2-b3,7,1.04,64466944,0
b3-b4,7,1.08,64405504,0
