candidate	kind	bytes	sha256
typerb-native	raw	18760	a90349a720bff4984178d69cdfd839d495e3712dde8e6fc7d1629c95ff25890e
typerb-native	stripped	18752	fab9ef043d864594d542ef74546ad877aac1b069d3b361bcbf32d1cd906a2846
typerb-go	raw	2808836	f4d7d6684c41f12c9d6991581e53a96a7b2d1e97d3ee9de5d7f790cfea56c635
typerb-go	stripped	1887832	75ce9c308187d4546c9121f8a88f8569ccafe486760167f6caf613747a3eeaa1
