case	lane	candidate	retained	passed	walltime_median_seconds	cputime_median_seconds	memory_median_bytes	status
n-body	one-core	typerb-native	11	11	10.4556	10.4521	524288	pass
n-body	one-core	typerb-go	11	11	6.17429	6.1664	3260416	pass
n-body	one-core	c	11	11	2.97622	2.97331	688128	pass
n-body	one-core	cpp	11	11	2.73059	2.72777	696320	pass
n-body	one-core	go	11	11	3.59937	3.59304	2899968	pass
n-body	one-core	rust	11	11	3.52548	3.52228	1204224	pass
n-body	one-core	java	11	11	5.04077	4.9695	49012736	pass
