candidate	kind	bytes	sha256
typerb-native	raw	22320	0c595cff7f53223e38db81921acfcda17f7f3db877374780917df45660075cbb
typerb-native	stripped	22312	5bf739c0902ff9618b0ff9e74f842270168b401aa16fec71ea22aaa551ec9d86
typerb-go	raw	2815354	144372c8e05f0c0d03d5d24869aeedc68b52445491f21cb1e7d282fc45f8e4cd
typerb-go	stripped	1887832	57e65bf0851f3ddd5654333cd6f725c979bb5f5cda5873f5d349c265ee1a5eba
