case	lane	candidate	retained	passed	walltime_median_seconds	cputime_median_seconds	memory_median_bytes	status
n-body	four-core	typerb-native	11	11	10.4544	10.4518	524288	pass
n-body	four-core	typerb-go	11	11	6.17244	6.18193	3813376	pass
n-body	four-core	c	11	11	2.97588	2.97341	688128	pass
n-body	four-core	cpp	11	11	2.73875	2.73505	688128	pass
n-body	four-core	go	11	11	3.60003	3.60372	3678208	pass
n-body	four-core	rust	11	11	3.51252	3.50949	1212416	pass
n-body	four-core	java	11	11	4.99565	4.94382	51257344	pass
