case	candidate	metric	median	maximum_observation	maximum_median_ratio	maximum_ratio	status
n-body	baseline	walltime	0.264954	0.2675523799999837	1.009807	2.00	pass
n-body	baseline	cputime	0.263154	0.265892	1.010405	2.00	pass
n-body	baseline	memory	524288	524288	1.000000	2.00	pass
n-body	candidate	walltime	0.2651	0.26578813700001547	1.002596	2.00	pass
n-body	candidate	cputime	0.26321	0.263743	1.002025	2.00	pass
n-body	candidate	memory	524288	524288	1.000000	2.00	pass
