case	lane	candidate	retained	passed	walltime_median_seconds	cputime_median_seconds	memory_median_bytes	status
spectral-norm	one-core	typerb-native	11	11	13.767	13.7653	1216512	pass
spectral-norm	one-core	typerb-go	11	11	5.63428	5.6285	6934528	pass
spectral-norm	one-core	c	11	11	1.78764	1.78541	696320	pass
spectral-norm	one-core	cpp	11	11	1.83909	1.83695	684032	pass
spectral-norm	one-core	go	11	11	3.21757	3.21295	3686400	pass
spectral-norm	one-core	rust	11	11	1.79822	1.79503	1441792	pass
spectral-norm	one-core	java	11	11	1.92955	1.88695	50044928	pass
