stage,iteration,elapsed_seconds,peak_rss_bytes,status
b2-b3,1,0.90,64393216,0
b3-b4,1,0.90,64389120,0
b2-b3,2,0.91,64303104,0
b3-b4,2,0.92,64364544,0
b2-b3,3,0.95,64352256,0
b3-b4,3,1.02,64385024,0
b2-b3,4,0.93,64413696,0
b3-b4,4,0.94,64524288,0
b2-b3,5,0.93,64454656,0
b3-b4,5,0.94,64262144,0
b2-b3,6,0.95,64323584,0
b3-b4,6,0.95,64495616,0
b2-b3,7,0.93,64516096,0
b3-b4,7,0.93,64385024,0
