stage,iteration,elapsed_seconds,peak_rss_bytes,status,cpu_seconds
b2-b3,1,1.21,64524288,0,1.20
b3-b4,1,1.24,64491520,0,1.17
b2-b3,2,1.17,64618496,0,1.16
b3-b4,2,1.20,64606208,0,1.20
b2-b3,3,1.19,64442368,0,1.18
b3-b4,3,1.18,64495616,0,1.17
b2-b3,4,1.17,64651264,0,1.17
b3-b4,4,1.20,64483328,0,1.19
b2-b3,5,1.17,64528384,0,1.16
b3-b4,5,1.18,64659456,0,1.17
b2-b3,6,1.20,64610304,0,1.19
b3-b4,6,1.17,64602112,0,1.17
b2-b3,7,1.21,64360448,0,1.20
b3-b4,7,1.20,64573440,0,1.19
