candidate	kind	bytes	sha256
typerb-native	raw	19552	7df6c38d6b4303755cf5ca09f49c085b64c46b1296a80c73877f55813ca3b175
typerb-native	stripped	19544	a48a493a926ad781ec28a840ae68cad14d183d80d0f42b33b669b6fd0eed9247
typerb-go	raw	2810658	8c0b4ed9faf0847ef039e1af414c262b7f2258bbed0c194ca57dbb96bf1f4bd8
typerb-go	stripped	1887832	c9fdf92712a0f3719f5473bcac51055d64c1c81b9508e593bc993ee083867959
