case	candidate	retained	passed	walltime_median_seconds	cputime_median_seconds	memory_median_bytes	artifact_bytes_median	artifact_bytes_min	artifact_bytes_max	artifact_variant_count	artifact_reproducible	artifact_sha256	status
spectral-norm	typerb-native	11	11	0.147503	0.052581	78049280	19552	19552	19552	1	true	7df6c38d6b4303755cf5ca09f49c085b64c46b1296a80c73877f55813ca3b175	pass
spectral-norm	typerb-go	11	11	0.371779	0.326499	160047104	2810658	2810562	2810674	11	false		pass
