candidate	kind	bytes	sha256
typerb-native	raw	22496	378c19cd5559e9f1133570e985177b2c5dd9e0cd98eee79fa487cfca11d4cbb3
typerb-native	stripped	22488	3703b0ea12f5c4778265480c205f55bc448635d23415ae04014311f090b69a51
typerb-go	raw	2815362	b566c94637e6bfcc2cff84ad04268c286c0cfd90b4400d2f12edbe39aaf31e7e
typerb-go	stripped	1887832	e7215b3e87db9b98c7dd0cb74695bae56dd55882f9a766c300a8000995dd40c3
