candidate	kind	bytes	sha256
typerb-native	raw	19288	3e7f53d220e038a6dc43cb574b6cd64ff54a82bf3500e3463bcdc9e51a06066d
typerb-native	stripped	19280	9df89d91a463235e6abf841ca06c014348e3ee20b10b16e3fe430d9dc7b7263f
typerb-go	raw	2810092	536785ad52b706d7387fe50411b82c7040a3346d5971fc2bbc351c515f11c55a
typerb-go	stripped	1887832	7dad5ea982de76100647fd347f38ef100746f8fd205ebb896e694f9ea59040c8
