stage,iteration,elapsed_seconds,peak_rss_bytes,status
b2-b3,1,1.14,64450560,0
b3-b4,1,1.16,64380928,0
b2-b3,2,1.06,64512000,0
b3-b4,2,1.06,64401408,0
b2-b3,3,1.08,64446464,0
b3-b4,3,1.08,64380928,0
b2-b3,4,1.11,64409600,0
b3-b4,4,1.07,64348160,0
b2-b3,5,1.11,64385024,0
b3-b4,5,1.06,64626688,0
b2-b3,6,1.10,64421888,0
b3-b4,6,1.11,64495616,0
b2-b3,7,1.13,64380928,0
b3-b4,7,1.13,64380928,0
