case	candidate	metric	median	maximum_observation	maximum_median_ratio	maximum_ratio	status
fannkuch-redux	baseline	walltime	0.51474	0.5153225299999917	1.001132	2.00	pass
fannkuch-redux	baseline	cputime	0.512694	0.512963	1.000525	2.00	pass
fannkuch-redux	baseline	memory	524288	524288	1.000000	2.00	pass
fannkuch-redux	candidate	walltime	0.514648	0.5150934810000081	1.000866	2.00	pass
fannkuch-redux	candidate	cputime	0.51255	0.512886	1.000656	2.00	pass
fannkuch-redux	candidate	memory	524288	524288	1.000000	2.00	pass
