phase,round,order,role,wallSeconds,cpuSeconds,peakRssBytes,exitStatus,outputStatus,stdout,stderr
warmup,1,1,baseline,2.531788583,2.199482,2473984,0,pass,warmup-01-order-1-baseline.stdout,warmup-01-order-1-baseline.stderr
warmup,1,2,candidate,2.486860291,2.155372,2572288,0,pass,warmup-01-order-2-candidate.stdout,warmup-01-order-2-candidate.stderr
warmup,2,1,baseline,2.214417459,2.198034,2441216,0,pass,warmup-02-order-1-baseline.stdout,warmup-02-order-1-baseline.stderr
warmup,2,2,candidate,2.169733167,2.1476870000000003,2424832,0,pass,warmup-02-order-2-candidate.stdout,warmup-02-order-2-candidate.stderr
retained,1,1,baseline,2.216143625,2.195236,2473984,0,pass,retained-01-order-1-baseline.stdout,retained-01-order-1-baseline.stderr
retained,1,2,candidate,2.170087916,2.154389,2424832,0,pass,retained-01-order-2-candidate.stdout,retained-01-order-2-candidate.stderr
retained,2,1,candidate,2.166737959,2.1510599999999998,2441216,0,pass,retained-02-order-1-candidate.stdout,retained-02-order-1-candidate.stderr
retained,2,2,baseline,2.21730375,2.1958189999999997,2441216,0,pass,retained-02-order-2-baseline.stdout,retained-02-order-2-baseline.stderr
retained,3,1,baseline,2.221167167,2.2006229999999998,2441216,0,pass,retained-03-order-1-baseline.stdout,retained-03-order-1-baseline.stderr
retained,3,2,candidate,2.165165042,2.145093,2441216,0,pass,retained-03-order-2-candidate.stdout,retained-03-order-2-candidate.stderr
retained,4,1,candidate,2.164911834,2.149281,2408448,0,pass,retained-04-order-1-candidate.stdout,retained-04-order-1-candidate.stderr
retained,4,2,baseline,2.243138959,2.2084010000000003,2424832,0,pass,retained-04-order-2-baseline.stdout,retained-04-order-2-baseline.stderr
retained,5,1,baseline,2.217853125,2.1994759999999998,2637824,0,pass,retained-05-order-1-baseline.stdout,retained-05-order-1-baseline.stderr
retained,5,2,candidate,2.183661042,2.1573949999999997,2424832,0,pass,retained-05-order-2-candidate.stdout,retained-05-order-2-candidate.stderr
retained,6,1,candidate,2.165109291,2.14935,2441216,0,pass,retained-06-order-1-candidate.stdout,retained-06-order-1-candidate.stderr
retained,6,2,baseline,2.222361708,2.204906,2441216,0,pass,retained-06-order-2-baseline.stdout,retained-06-order-2-baseline.stderr
retained,7,1,baseline,2.207788041,2.191909,2408448,0,pass,retained-07-order-1-baseline.stdout,retained-07-order-1-baseline.stderr
retained,7,2,candidate,2.168232,2.1524240000000003,2424832,0,pass,retained-07-order-2-candidate.stdout,retained-07-order-2-candidate.stderr
