case	lane	candidate	retained	passed	walltime_median_seconds	cputime_median_seconds	memory_median_bytes	status
fannkuch-redux	four-core	typerb-native	11	11	77.0986	77.0908	524288	pass
fannkuch-redux	four-core	typerb-go	11	11	46.1178	46.2284	3907584	pass
fannkuch-redux	four-core	c	11	11	27.478	27.4743	524288	pass
fannkuch-redux	four-core	cpp	11	11	24.9826	24.9789	688128	pass
fannkuch-redux	four-core	go	11	11	24.6375	24.7005	3469312	pass
fannkuch-redux	four-core	rust	11	11	6.30724	24.8251	1990656	pass
fannkuch-redux	four-core	java	11	11	23.9876	23.9633	51834880	pass
