stage,iteration,elapsed_seconds,peak_rss_bytes,status,cpu_seconds
b2-b3,1,1.23,64491520,0,1.23
b3-b4,1,1.27,64491520,0,1.26
b2-b3,2,1.28,64618496,0,1.28
b3-b4,2,1.32,64491520,0,1.31
b2-b3,3,1.21,64573440,0,1.20
b3-b4,3,1.15,64491520,0,1.15
b2-b3,4,1.13,64491520,0,1.13
b3-b4,4,1.13,64753664,0,1.12
b2-b3,5,1.17,64495616,0,1.16
b3-b4,5,1.15,64598016,0,1.15
b2-b3,6,1.12,64495616,0,1.12
b3-b4,6,1.12,64491520,0,1.12
b2-b3,7,1.13,64491520,0,1.12
b3-b4,7,1.22,64573440,0,1.22
