name	artifact_id	archive_bytes	github_sha256
benchmarksgame-build-fannkuch-redux	9799297947	2505942	aa965ed884b8cbefcd9d3e701d632faa2a78eeb3900303252df66c96f2412064
benchmarksgame-build-n-body	9799293484	2521150	0fa32ea1dd0cad6f9e429b887a6b3977214bccf39c16bf569ea48a3f55f10be7
benchmarksgame-build-spectral-norm	9799293853	2507435	ba12af6eaa069a977216d18610c70d633cf7a1774f624935908ec0219d7830d1
