case	candidate	artifact	bytes	sha256
fannkuch-redux	typerb-native	/home/runner/work/_temp/prepare-workspace/backend-pair/fannkuch-redux/native	19272	09ae23032b994f320ce60cb0c5a0b48df263679509d6b4535575a5d016d0f949
fannkuch-redux	typerb-go	/home/runner/work/_temp/prepare-workspace/backend-pair/fannkuch-redux/reference	2808692	12b961a6360e638686a6a13617aa6806642970f4bf8f7dece2f0dd26f1366a81
fannkuch-redux	c	/home/runner/work/_temp/prepare-workspace/context/programs/fannkuch-redux/c/program	70648	91599ab5a89e943342986f49440203fe5905a05798c4b2029700b29b7b6a6971
fannkuch-redux	cpp	/home/runner/work/_temp/prepare-workspace/context/programs/fannkuch-redux/cpp/program	70912	0856522f378d9a20ad475be498b0fe250407aba760f6b92727f3573d484d2aee
fannkuch-redux	go	/home/runner/work/_temp/prepare-workspace/context/programs/fannkuch-redux/go/program	2381555	ee30fd62c7a433c55d5190012943ac3f06ccc221793918299309acc2ac2f1a15
fannkuch-redux	rust	/home/runner/work/_temp/prepare-workspace/context/programs/fannkuch-redux/rust/program	4664888	f3bac154a54f970a32bb042ab81f71097f532d6781e4b101c450fb5745a2604c
fannkuch-redux	java	/home/runner/work/_temp/prepare-workspace/context/programs/fannkuch-redux/java/classes/fannkuchredux.class	3839	2ecfcd11f354c94e2ddb16e8ca39740bca848230c5ec0f443be8a8ee06fc7c10
