case	lane	candidate	retained	passed	walltime_median_seconds	cputime_median_seconds	memory_median_bytes	status
fannkuch-redux	one-core	typerb-native	11	11	110.507	110.507	524288	pass
fannkuch-redux	one-core	typerb-go	11	11	46.098	46.0879	3256320	pass
fannkuch-redux	one-core	c	11	11	27.4043	27.403	524288	pass
fannkuch-redux	one-core	cpp	11	11	24.9504	24.9487	692224	pass
fannkuch-redux	one-core	go	11	11	24.6151	24.6024	2891776	pass
fannkuch-redux	one-core	rust	11	11	24.8784	24.8743	1212416	pass
fannkuch-redux	one-core	java	11	11	24.453	24.4099	49790976	pass
