case	lane	candidate	retained	passed	walltime_median_seconds	cputime_median_seconds	memory_median_bytes	status
fannkuch-redux	one-core	typerb-native	11	11	100.755	100.745	524288	pass
fannkuch-redux	one-core	typerb-go	11	11	46.0809	46.0729	3031040	pass
fannkuch-redux	one-core	c	11	11	27.4883	27.4835	524288	pass
fannkuch-redux	one-core	cpp	11	11	24.9627	24.9587	688128	pass
fannkuch-redux	one-core	go	11	11	24.6214	24.6076	2641920	pass
fannkuch-redux	one-core	rust	11	11	24.8713	24.8653	1212416	pass
fannkuch-redux	one-core	java	11	11	24.5494	24.5092	49545216	pass
