stage,iteration,elapsed_seconds,peak_rss_bytes,status,cpu_seconds
b2-b3,1,0.94,64372736,0,0.93
b3-b4,1,0.92,64368640,0,0.91
b2-b3,2,0.92,64270336,0,0.91
b3-b4,2,0.94,64385024,0,0.93
b2-b3,3,0.94,64446464,0,0.94
b3-b4,3,0.93,64380928,0,0.93
b2-b3,4,0.91,64405504,0,0.90
b3-b4,4,0.95,64372736,0,0.94
b2-b3,5,0.91,64380928,0,0.90
b3-b4,5,0.93,64364544,0,0.92
b2-b3,6,0.92,64348160,0,0.92
b3-b4,6,0.93,64376832,0,0.92
b2-b3,7,0.94,64507904,0,0.94
b3-b4,7,0.91,64512000,0,0.91
