stage,iteration,elapsed_seconds,peak_rss_bytes,status,cpu_seconds
b2-b3,1,1.83,41353216,0,1.79
b3-b4,1,1.85,41254912,0,1.79
b2-b3,2,1.85,41140224,0,1.78
b3-b4,2,1.93,41205760,0,1.80
b2-b3,3,1.83,41238528,0,1.80
b3-b4,3,2.06,41140224,0,1.95
b2-b3,4,1.84,41074688,0,1.79
b3-b4,4,1.80,41156608,0,1.78
b2-b3,5,1.84,41091072,0,1.79
b3-b4,5,1.87,41254912,0,1.79
b2-b3,6,1.96,41287680,0,1.93
b3-b4,6,2.01,41205760,0,1.94
b2-b3,7,1.94,41320448,0,1.83
b3-b4,7,1.88,41254912,0,1.81
