metric	stage	baseline	candidate	candidate_baseline_ratio	maximum_ratio	status
compiler_bytes	fixed-point	268176	268336	1.000597	1.001	pass
build_walltime	b2-b3	1.04	1.05	1.009615	1.05	pass
build_peak_rss	b2-b3	64385024	64385024	1.000000	1.05	pass
build_walltime	b3-b4	1.05	1.05	1.000000	1.05	pass
build_peak_rss	b3-b4	64405504	64368640	0.999428	1.05	pass
