case	candidate	metric	median	maximum_observation	maximum_median_ratio	maximum_ratio	status
spectral-norm	baseline	walltime	8.32395	8.32530146800002	1.000162	2.00	pass
spectral-norm	baseline	cputime	8.32095	8.322183	1.000148	2.00	pass
spectral-norm	baseline	memory	1208320	1372160	1.135593	2.00	pass
spectral-norm	candidate	walltime	8.32358	8.325870557999906	1.000275	2.00	pass
spectral-norm	candidate	cputime	8.32021	8.322842	1.000316	2.00	pass
spectral-norm	candidate	memory	1212416	1376256	1.135135	2.00	pass
