name	artifact_id	archive_bytes	github_sha256
benchmarksgame-build-fannkuch-redux	9870863890	2504951	fb0c4273d700c2e2afdb1aa4e9950fd73e89d20a069be39562a3699ae875a182
benchmarksgame-build-n-body	9870860890	2519633	ae514450c4e2840078c00532fddbbcd13036056240148f9f0e0a9125a3df7178
benchmarksgame-build-spectral-norm	9870860370	2507581	44a8399a564105ae5ffad0555341751431334356b3875b287b1bb4b26f7e6eda
