case	lane	candidate	retained	passed	walltime_median_seconds	cputime_median_seconds	memory_median_bytes	status
n-body	four-core	typerb-native	11	11	13.2575	13.2547	524288	pass
n-body	four-core	typerb-go	11	11	6.17396	6.18305	3805184	pass
n-body	four-core	c	11	11	2.97536	2.97331	524288	pass
n-body	four-core	cpp	11	11	2.73346	2.7313	696320	pass
n-body	four-core	go	11	11	3.59792	3.60264	3555328	pass
n-body	four-core	rust	11	11	3.53115	3.52702	950272	pass
n-body	four-core	java	11	11	4.97078	4.9528	51298304	pass
