phase,round,order,role,wallSeconds,cpuSeconds,peakRssBytes,exitStatus,outputStatus,stdout,stderr
warmup,1,1,baseline,2.368269708,2.34139,2441216,0,pass,warmup-01-order-1-baseline.stdout,warmup-01-order-1-baseline.stderr
warmup,1,2,candidate,2.878236166,2.481322,2473984,0,pass,warmup-01-order-2-candidate.stdout,warmup-01-order-2-candidate.stderr
warmup,2,1,baseline,2.362611417,2.341671,2441216,0,pass,warmup-02-order-1-baseline.stdout,warmup-02-order-1-baseline.stderr
warmup,2,2,candidate,2.48548225,2.469452,2441216,0,pass,warmup-02-order-2-candidate.stdout,warmup-02-order-2-candidate.stderr
retained,1,1,baseline,2.356821375,2.337656,2441216,0,pass,retained-01-order-1-baseline.stdout,retained-01-order-1-baseline.stderr
retained,1,2,candidate,2.491521625,2.472727,2490368,0,pass,retained-01-order-2-candidate.stdout,retained-01-order-2-candidate.stderr
retained,2,1,candidate,2.482702875,2.468001,2441216,0,pass,retained-02-order-1-candidate.stdout,retained-02-order-1-candidate.stderr
retained,2,2,baseline,2.348502584,2.332475,2424832,0,pass,retained-02-order-2-baseline.stdout,retained-02-order-2-baseline.stderr
retained,3,1,baseline,2.34978975,2.334958,2473984,0,pass,retained-03-order-1-baseline.stdout,retained-03-order-1-baseline.stderr
retained,3,2,candidate,2.484544125,2.468635,2441216,0,pass,retained-03-order-2-candidate.stdout,retained-03-order-2-candidate.stderr
retained,4,1,candidate,2.491474667,2.4740409999999997,2441216,0,pass,retained-04-order-1-candidate.stdout,retained-04-order-1-candidate.stderr
retained,4,2,baseline,2.358636,2.337888,2490368,0,pass,retained-04-order-2-baseline.stdout,retained-04-order-2-baseline.stderr
retained,5,1,baseline,2.353553416,2.334851,2424832,0,pass,retained-05-order-1-baseline.stdout,retained-05-order-1-baseline.stderr
retained,5,2,candidate,2.488958708,2.4709519999999996,2490368,0,pass,retained-05-order-2-candidate.stdout,retained-05-order-2-candidate.stderr
retained,6,1,candidate,2.487841291,2.4713480000000003,2441216,0,pass,retained-06-order-1-candidate.stdout,retained-06-order-1-candidate.stderr
retained,6,2,baseline,2.359648375,2.3367999999999998,2490368,0,pass,retained-06-order-2-baseline.stdout,retained-06-order-2-baseline.stderr
retained,7,1,baseline,2.354787375,2.336037,2441216,0,pass,retained-07-order-1-baseline.stdout,retained-07-order-1-baseline.stderr
retained,7,2,candidate,2.484500417,2.4686879999999998,2441216,0,pass,retained-07-order-2-candidate.stdout,retained-07-order-2-candidate.stderr
